ERR4968705_bin_27	ERR4836965_bin_9	30
ERR4836957_bin_34	ERR4836965_bin_9	22
ERR4304504bin_79	ERR4836965_bin_9	24
ERR4304454bin_62	ERR4836965_bin_9	30
ERR4836908_bin_42	ERR4836965_bin_9	8
ERR4969151_bin_81	ERR4836965_bin_9	31
ERR4969053_bin_83	ERR4836965_bin_9	26
ERR4304451bin_12	ERR4836965_bin_9	36
ERR4968711_bin_9	ERR4836965_bin_9	21
ERR4836959_bin_41	ERR4836965_bin_9	35
ERR4968593_bin_11	ERR4836965_bin_9	17
ERR4836908_bin_35	ERR4836965_bin_9	18
ERR7167047_bin_8	ERR4836965_bin_9	30
ERR4304505bin_69	ERR4836965_bin_9	17
ERR4968574_bin_18	ERR4836965_bin_9	15
ERR4336989bin_8	ERR4836965_bin_9	22
ERR4836964_bin_67	ERR4836965_bin_9	44
ERR4836961_bin_71	ERR4836965_bin_9	40
ERR4303147bin_12	ERR4836965_bin_9	19
ERR4836928_bin_17	ERR4836965_bin_9	24
ERR4968712_bin_78	ERR4836965_bin_9	24
ERR4968673_bin_41	ERR4836965_bin_9	34
ERR4303218bin_59	ERR4836965_bin_9	25
ERR4303158bin_59	ERR4836965_bin_9	13
ERR4835866_bin_40	ERR4836965_bin_9	18
ERR4968606_bin_18	ERR4836965_bin_9	11
ERR4836956_bin_17	ERR4836965_bin_9	29
ERR4968598_bin_54	ERR4836965_bin_9	11
ERR4304451bin_59	ERR4836965_bin_9	32
ERR4836939_bin_30	ERR4836965_bin_9	27
ERR4303158bin_17	ERR4836965_bin_9	35
ERR4968602_bin_67	ERR4836965_bin_9	15
ERR4836956_bin_24	ERR4836965_bin_9	13
ERR4304454bin_8	ERR4836965_bin_9	19
ERR4836956_bin_18	ERR4836965_bin_9	14
ERR4303222bin_53	ERR4836965_bin_9	18
ERR4304451bin_35	ERR4836965_bin_9	36
ERR4993373_bin_5	ERR4836965_bin_9	36
ERR4968565_bin_23	ERR4836965_bin_9	28
ERR4303221bin_11	ERR4836965_bin_9	23
ERR4304452bin_4	ERR4836965_bin_9	17
ERR4303140bin_1	ERR4836965_bin_9	30
ERR4835861_bin_18	ERR4836965_bin_9	29
ERR4303158bin_38	ERR4836965_bin_9	32
ERR4836947_bin_46	ERR4836965_bin_9	27
ERR4303169bin_22	ERR4836965_bin_9	36
ERR4304456bin_6	ERR4836965_bin_9	32
ERR4835870_bin_17	ERR4836965_bin_9	26
ERR4303158bin_27	ERR4836965_bin_9	12
ERR4968608_bin_33	ERR4836965_bin_9	42
ERR4968592_bin_9	ERR4836965_bin_9	43
ERR4303151bin_10	ERR4836965_bin_9	15
ERR4835994_bin_28	ERR4836965_bin_9	31
ERR4969053_bin_24	ERR4836965_bin_9	33
ERR4968603_bin_15	ERR4836965_bin_9	40
ERR4968678_bin_68	ERR4836965_bin_9	20
ERR4304455bin_16	ERR4836965_bin_9	31
ERR4968590_bin_2	ERR4836965_bin_9	32
ERR4303199bin_55	ERR4836965_bin_9	36
ERR7167063_bin_29	ERR4836965_bin_9	24
ERR4968601_bin_23	ERR4836965_bin_9	24
ERR4303152bin_5	ERR4836965_bin_9	20
ERR4836966_bin_55	ERR4836965_bin_9	29
ERR4303216bin_9	ERR4836965_bin_9	25
ERR4968570_bin_31	ERR4836965_bin_9	35
ERR4836963_bin_78	ERR4836965_bin_9	24
ERR4303149bin_21	ERR4836965_bin_9	19
ERR4836027_bin_29	ERR4836965_bin_9	18
ERR4835864_bin_40	ERR4836965_bin_9	34
ERR4836938_bin_26	ERR4836965_bin_9	33
ERR4968590_bin_22	ERR4836965_bin_9	42
ERR4836937_bin_24	ERR4836965_bin_9	33
ERR4968704_bin_51	ERR4836965_bin_9	29
ERR4968587_bin_9	ERR4836965_bin_9	36
ERR4836928_bin_27	ERR4836965_bin_9	40
ERR4303198bin_87	ERR4836965_bin_9	24
ERR4303156bin_12	ERR4836965_bin_9	29
ERR4836958_bin_14	ERR4836965_bin_9	46
ERR4993381_bin_57	ERR4836965_bin_9	20
ERR4836889_bin_9	ERR4836965_bin_9	18
ERR4968600_bin_15	ERR4836965_bin_9	30
ERR7167036_bin_3	ERR4836965_bin_9	12
ERR4836951_bin_32	ERR4836965_bin_9	31
ERR4303150bin_7	ERR4836965_bin_9	45
ERR4969151_bin_67	ERR4836965_bin_9	26
ERR4993381_bin_53	ERR4836965_bin_9	18
ERR4836938_bin_48	ERR4836965_bin_9	19
ERR4968566_bin_20	ERR4836965_bin_9	41
ERR4968678_bin_28	ERR4836965_bin_9	32
ERR4836940_bin_4	ERR4836965_bin_9	24
ERR4969053_bin_9	ERR4836965_bin_9	26
ERR4303137bin_30	ERR4836965_bin_9	21
ERR4303151bin_35	ERR4836965_bin_9	27
ERR4304456bin_13	ERR4836965_bin_9	39
ERR7167046_bin_6	ERR4836965_bin_9	35
ERR4836036_bin_3	ERR4836965_bin_9	18
ERR4835866_bin_13	ERR4836965_bin_9	16
ERR4304505bin_95	ERR4836965_bin_9	26
ERR4969053_bin_82	ERR4836965_bin_9	34
ERR4836939_bin_40	ERR4836965_bin_9	28
ERR4303198bin_74	ERR4836965_bin_9	8
ERR4303148bin_1	ERR4836965_bin_9	43
ERR4968593_bin_27	ERR4836965_bin_9	17
ERR4303163bin_49	ERR4836965_bin_9	20
ERR4968704_bin_83	ERR4836965_bin_9	21
ERR4836929_bin_8	ERR4836965_bin_9	38
ERR4835846_bin_32	ERR4836965_bin_9	15
ERR7167219_bin_12	ERR4836965_bin_9	31
ERR4303197bin_37	ERR4836965_bin_9	18
ERR4968712_bin_70	ERR4836965_bin_9	10
ERR4836950_bin_14	ERR4836965_bin_9	38
ERR4304580bin_96	ERR4836965_bin_9	40
ERR4836934_bin_21	ERR4836965_bin_9	42
ERR4992208_bin_26	ERR4836965_bin_9	36
ERR4303202bin_9	ERR4836965_bin_9	32
ERR4836027_bin_2	ERR4836965_bin_9	12
ERR4968603_bin_35	ERR4836965_bin_9	34
ERR4303198bin_53	ERR4836965_bin_9	24
ERR4969151_bin_9	ERR4836965_bin_9	34
ERR4968705_bin_113	ERR4836965_bin_9	27
ERR4968678_bin_5	ERR4836965_bin_9	15
ERR4303198bin_16	ERR4836965_bin_9	22
ERR4304397bin_39	ERR4836965_bin_9	36
ERR4968564_bin_11	ERR4836965_bin_9	39
ERR4336989bin_82	ERR4836965_bin_9	29
ERR4835868_bin_6	ERR4836965_bin_9	30
ERR4303195bin_34	ERR4836965_bin_9	24
ERR4836036_bin_37	ERR4836965_bin_9	38
ERR4304669bin_23	ERR4836965_bin_9	37
ERR4968603_bin_24	ERR4836965_bin_9	33
ERR4303170bin_3	ERR4836965_bin_9	33
ERR4993662_bin_64	ERR4836965_bin_9	22
ERR4835846_bin_30	ERR4836965_bin_9	26
ERR4969053_bin_29	ERR4836965_bin_9	24
ERR4304580bin_33	ERR4836965_bin_9	35
ERR4304450bin_12	ERR4836965_bin_9	34
ERR4835853_bin_4	ERR4836965_bin_9	16
ERR4968569_bin_27	ERR4836965_bin_9	42
ERR4836965_bin_89	ERR4836965_bin_9	14
ERR7167063_bin_17	ERR4836965_bin_9	35
ERR4836958_bin_2	ERR4836965_bin_9	26
ERR4968602_bin_25	ERR4836965_bin_9	36
ERR4303161bin_16	ERR4836965_bin_9	22
ERR4968711_bin_19	ERR4836965_bin_9	30
ERR4836961_bin_78	ERR4836965_bin_9	30
ERR4836940_bin_30	ERR4836965_bin_9	14
ERR4304505bin_10	ERR4836965_bin_9	26
ERR4968673_bin_37	ERR4836965_bin_9	42
ERR4303169bin_21	ERR4836965_bin_9	29
ERR4835869_bin_10	ERR4836965_bin_9	16
ERR4304454bin_7	ERR4836965_bin_9	33
ERR4836937_bin_2	ERR4836965_bin_9	38
ERR4836924_bin_33	ERR4836965_bin_9	16
ERR4304454bin_35	ERR4836965_bin_9	20
ERR7167053_bin_31	ERR4836965_bin_9	26
ERR4968602_bin_26	ERR4836965_bin_9	11
ERR4993662_bin_60	ERR4836965_bin_9	28
ERR4968598_bin_22	ERR4836965_bin_9	35
ERR4968681_bin_4	ERR4836965_bin_9	27
ERR4835858_bin_25	ERR4836965_bin_9	22
ERR4304450bin_42	ERR4836965_bin_9	31
ERR4836959_bin_7	ERR4836965_bin_9	25
ERR4303155bin_51	ERR4836965_bin_9	26
ERR4968687_bin_22	ERR4836965_bin_9	12
ERR4836885_bin_19	ERR4836965_bin_9	28
ERR4303136bin_34	ERR4836965_bin_9	35
ERR4836908_bin_47	ERR4836965_bin_9	15
ERR4992208_bin_47	ERR4836965_bin_9	35
ERR7167037_bin_7	ERR4836965_bin_9	41
ERR4836886_bin_36	ERR4836965_bin_9	38
ERR4836960_bin_14	ERR4836965_bin_9	29
ERR4836962_bin_31	ERR4836965_bin_9	29
ERR4304505bin_105	ERR4836965_bin_9	35
ERR4836944_bin_18	ERR4836965_bin_9	24
ERR4836948_bin_29	ERR4836965_bin_9	34
ERR4836930_bin_26	ERR4836965_bin_9	38
ERR4835864_bin_28	ERR4836965_bin_9	30
ERR4968585_bin_29	ERR4836965_bin_9	26
ERR4836027_bin_10	ERR4836965_bin_9	16
ERR4304504bin_9	ERR4836965_bin_9	12
ERR4968582_bin_9	ERR4836965_bin_9	30
ERR4968598_bin_45	ERR4836965_bin_9	43
ERR4303150bin_25	ERR4836965_bin_9	37
ERR4968712_bin_54	ERR4836965_bin_9	27
ERR4836926_bin_107	ERR4836965_bin_9	23
ERR4968602_bin_63	ERR4836965_bin_9	14
ERR4304455bin_70	ERR4836965_bin_9	27
ERR4836941_bin_22	ERR4836965_bin_9	31
ERR4836957_bin_16	ERR4836965_bin_9	31
ERR4303148bin_29	ERR4836965_bin_9	20
ERR4968602_bin_5	ERR4836965_bin_9	40
ERR4303202bin_87	ERR4836965_bin_9	22
ERR4968601_bin_28	ERR4836965_bin_9	28
ERR4303194bin_54	ERR4836965_bin_9	21
ERR4304450bin_57	ERR4836965_bin_9	32
ERR4969151_bin_47	ERR4836965_bin_9	38
ERR4336989bin_13	ERR4836965_bin_9	35
ERR4303165bin_34	ERR4836965_bin_9	37
ERR4304454bin_74	ERR4836965_bin_9	25
ERR4993662_bin_61	ERR4836965_bin_9	39
ERR4303197bin_23	ERR4836965_bin_9	13
ERR4304455bin_84	ERR4836965_bin_9	10
ERR4968575_bin_35	ERR4836965_bin_9	19
ERR4968602_bin_80	ERR4836965_bin_9	14
ERR4969053_bin_72	ERR4836965_bin_9	37
ERR4304451bin_5	ERR4836965_bin_9	15
ERR4836926_bin_59	ERR4836965_bin_9	29
ERR4304456bin_61	ERR4836965_bin_9	20
ERR4336989bin_58	ERR4836965_bin_9	27
ERR4303164bin_45	ERR4836965_bin_9	36
ERR4836957_bin_9	ERR4836965_bin_9	33
ERR4993381_bin_77	ERR4836965_bin_9	13
ERR4992208_bin_52	ERR4836965_bin_9	30
ERR4304456bin_19	ERR4836965_bin_9	34
ERR4835990_bin_4	ERR4836965_bin_9	27
ERR4303172bin_20	ERR4836965_bin_9	21
ERR4303138bin_37	ERR4836965_bin_9	31
ERR4969151_bin_66	ERR4836965_bin_9	42
ERR4968603_bin_31	ERR4836965_bin_9	33
ERR4304580bin_95	ERR4836965_bin_9	48
ERR7167053_bin_9	ERR4836965_bin_9	10
ERR4303164bin_29	ERR4836965_bin_9	37
ERR4969151_bin_82	ERR4836965_bin_9	12
ERR4836948_bin_32	ERR4836965_bin_9	20
ERR4303197bin_30	ERR4836965_bin_9	32
ERR4968602_bin_74	ERR4836965_bin_9	10
ERR4836036_bin_41	ERR4836965_bin_9	21
ERR4992208_bin_29	ERR4836965_bin_9	17
ERR4835994_bin_4	ERR4836965_bin_9	34
ERR4303195bin_15	ERR4836965_bin_9	33
ERR4968593_bin_10	ERR4836965_bin_9	20
ERR4993381_bin_24	ERR4836965_bin_9	34
ERR4835848_bin_3	ERR4836965_bin_9	19
ERR7167047_bin_17	ERR4836965_bin_9	34
ERR4303150bin_41	ERR4836965_bin_9	32
ERR4303152bin_33	ERR4836965_bin_9	27
ERR4303161bin_49	ERR4836965_bin_9	33
ERR4336989bin_10	ERR4836965_bin_9	19
ERR4993662_bin_105	ERR4836965_bin_9	46
ERR4836965_bin_79	ERR4836965_bin_9	15
ERR4304450bin_81	ERR4836965_bin_9	29
ERR4969053_bin_55	ERR4836965_bin_9	32
ERR4836885_bin_39	ERR4836965_bin_9	16
ERR4836950_bin_3	ERR4836965_bin_9	28
ERR7167029_bin_23	ERR4836965_bin_9	35
ERR4836028_bin_18	ERR4836965_bin_9	25
ERR4303219bin_89	ERR4836965_bin_9	32
ERR4969053_bin_15	ERR4836965_bin_9	27
ERR4836036_bin_47	ERR4836965_bin_9	16
ERR4835990_bin_24	ERR4836965_bin_9	24
ERR4968712_bin_50	ERR4836965_bin_9	26
ERR4968593_bin_55	ERR4836965_bin_9	11
ERR4835935_bin_24	ERR4836965_bin_9	30
ERR4304397bin_22	ERR4836965_bin_9	34
ERR4303194bin_64	ERR4836965_bin_9	24
ERR7167052_bin_12	ERR4836965_bin_9	35
ERR4836908_bin_60	ERR4836965_bin_9	32
ERR4836962_bin_62	ERR4836965_bin_9	33
ERR4836925_bin_9	ERR4836965_bin_9	32
ERR4336989bin_105	ERR4836965_bin_9	13
ERR4835861_bin_32	ERR4836965_bin_9	15
ERR4303157bin_8	ERR4836965_bin_9	27
ERR4968671_bin_17	ERR4836965_bin_9	35
ERR7167036_bin_15	ERR4836965_bin_9	20
ERR4304450bin_39	ERR4836965_bin_9	14
ERR4304504bin_13	ERR4836965_bin_9	26
ERR4835993_bin_38	ERR4836965_bin_9	29
ERR4836958_bin_25	ERR4836965_bin_9	30
ERR4303170bin_62	ERR4836965_bin_9	11
ERR4303219bin_38	ERR4836965_bin_9	26
ERR4835866_bin_35	ERR4836965_bin_9	9
ERR7167063_bin_30	ERR4836965_bin_9	33
ERR4303157bin_17	ERR4836965_bin_9	31
ERR4835861_bin_40	ERR4836965_bin_9	23
ERR4968678_bin_39	ERR4836965_bin_9	11
ERR4836940_bin_16	ERR4836965_bin_9	23
ERR4968712_bin_88	ERR4836965_bin_9	36
ERR4304504bin_66	ERR4836965_bin_9	35
ERR4835869_bin_45	ERR4836965_bin_9	39
ERR4969151_bin_33	ERR4836965_bin_9	39
ERR4303162bin_26	ERR4836965_bin_9	32
ERR4969151_bin_64	ERR4836965_bin_9	36
ERR4836958_bin_38	ERR4836965_bin_9	36
ERR4836961_bin_58	ERR4836965_bin_9	11
ERR4968681_bin_22	ERR4836965_bin_9	12
ERR4304505bin_107	ERR4836965_bin_9	29
ERR4303216bin_37	ERR4836965_bin_9	27
ERR4303219bin_59	ERR4836965_bin_9	16
ERR4303161bin_86	ERR4836965_bin_9	30
ERR4836889_bin_13	ERR4836965_bin_9	35
ERR4836886_bin_6	ERR4836965_bin_9	30
ERR4304450bin_52	ERR4836965_bin_9	14
ERR4836956_bin_34	ERR4836965_bin_9	33
ERR7167034_bin_20	ERR4836965_bin_9	29
ERR4969151_bin_142	ERR4836965_bin_9	24
ERR4303198bin_62	ERR4836965_bin_9	28
ERR4968671_bin_51	ERR4836965_bin_9	27
ERR7167219_bin_28	ERR4836965_bin_9	39
ERR4835864_bin_34	ERR4836965_bin_9	44
ERR4836908_bin_48	ERR4836965_bin_9	17
ERR4304451bin_39	ERR4836965_bin_9	22
ERR4969151_bin_115	ERR4836965_bin_9	28
ERR4968585_bin_28	ERR4836965_bin_9	32
ERR4304456bin_40	ERR4836965_bin_9	35
ERR4304452bin_8	ERR4836965_bin_9	24
ERR4303196bin_67	ERR4836965_bin_9	32
ERR4836926_bin_42	ERR4836965_bin_9	25
ERR4992195_bin_27	ERR4836965_bin_9	38
ERR4303200bin_30	ERR4836965_bin_9	27
ERR4968590_bin_6	ERR4836965_bin_9	17
ERR4303163bin_31	ERR4836965_bin_9	12
ERR4836925_bin_17	ERR4836965_bin_9	20
ERR4303198bin_17	ERR4836965_bin_9	29
ERR4303156bin_5	ERR4836965_bin_9	24
ERR4303161bin_27	ERR4836965_bin_9	24
ERR7167037_bin_6	ERR4836965_bin_9	35
ERR4968712_bin_49	ERR4836965_bin_9	48
ERR4304456bin_102	ERR4836965_bin_9	28
ERR7167033_bin_2	ERR4836965_bin_9	35
ERR4969053_bin_54	ERR4836965_bin_9	34
ERR7167048_bin_34	ERR4836965_bin_9	29
ERR4835869_bin_47	ERR4836965_bin_9	29
ERR4303151bin_6	ERR4836965_bin_9	35
ERR4303170bin_59	ERR4836965_bin_9	32
ERR4836886_bin_12	ERR4836965_bin_9	35
ERR4304808bin_28	ERR4836965_bin_9	39
ERR4968577_bin_3	ERR4836965_bin_9	8
ERR4993381_bin_14	ERR4836965_bin_9	12
ERR4304452bin_7	ERR4836965_bin_9	18
ERR4304580bin_57	ERR4836965_bin_9	28
ERR4968588_bin_12	ERR4836965_bin_9	33
ERR7167033_bin_10	ERR4836965_bin_9	29
ERR4968711_bin_38	ERR4836965_bin_9	28
ERR4304505bin_61	ERR4836965_bin_9	43
ERR4968687_bin_69	ERR4836965_bin_9	12
ERR4836936_bin_13	ERR4836965_bin_9	33
ERR4968712_bin_84	ERR4836965_bin_9	27
ERR4968599_bin_40	ERR4836965_bin_9	31
ERR4968587_bin_12	ERR4836965_bin_9	33
ERR4836946_bin_19	ERR4836965_bin_9	32
ERR4993662_bin_43	ERR4836965_bin_9	34
ERR4304455bin_46	ERR4836965_bin_9	22
ERR4304456bin_30	ERR4836965_bin_9	36
ERR4304504bin_21	ERR4836965_bin_9	12
ERR7167041_bin_33	ERR4836965_bin_9	37
ERR4304580bin_85	ERR4836965_bin_9	37
ERR4968564_bin_18	ERR4836965_bin_9	29
ERR4968600_bin_32	ERR4836965_bin_9	38
ERR4303195bin_1	ERR4836965_bin_9	20
ERR4836935_bin_26	ERR4836965_bin_9	18
ERR4836929_bin_13	ERR4836965_bin_9	37
ERR4835848_bin_12	ERR4836965_bin_9	31
ERR4968581_bin_26	ERR4836965_bin_9	44
ERR4835932_bin_7	ERR4836965_bin_9	31
ERR4969151_bin_53	ERR4836965_bin_9	37
ERR4836953_bin_28	ERR4836965_bin_9	29
ERR4836926_bin_71	ERR4836965_bin_9	31
ERR4835851_bin_23	ERR4836965_bin_9	26
ERR4968602_bin_17	ERR4836965_bin_9	30
ERR4304456bin_14	ERR4836965_bin_9	27
ERR4993381_bin_30	ERR4836965_bin_9	17
ERR4836928_bin_9	ERR4836965_bin_9	31
ERR4836941_bin_42	ERR4836965_bin_9	28
ERR7167062_bin_49	ERR4836965_bin_9	25
ERR4304455bin_104	ERR4836965_bin_9	32
ERR7167046_bin_20	ERR4836965_bin_9	35
ERR4303198bin_48	ERR4836965_bin_9	27
ERR4969053_bin_25	ERR4836965_bin_9	37
ERR4836950_bin_43	ERR4836965_bin_9	16
ERR4968597_bin_17	ERR4836965_bin_9	35
ERR4304456bin_84	ERR4836965_bin_9	42
ERR4304504bin_1	ERR4836965_bin_9	27
ERR4835846_bin_27	ERR4836965_bin_9	26
ERR4835853_bin_15	ERR4836965_bin_9	23
ERR4968585_bin_1	ERR4836965_bin_9	15
ERR4968711_bin_17	ERR4836965_bin_9	24
ERR4836959_bin_28	ERR4836965_bin_9	24
ERR4968712_bin_26	ERR4836965_bin_9	29
ERR4836913_bin_14	ERR4836965_bin_9	25
ERR4836934_bin_35	ERR4836965_bin_9	27
ERR4303162bin_41	ERR4836965_bin_9	31
ERR7167064_bin_48	ERR4836965_bin_9	21
ERR4968603_bin_56	ERR4836965_bin_9	29
ERR4836913_bin_8	ERR4836965_bin_9	34
ERR4836908_bin_15	ERR4836965_bin_9	14
ERR4836888_bin_14	ERR4836965_bin_9	15
ERR4969151_bin_144	ERR4836965_bin_9	38
ERR4836938_bin_15	ERR4836965_bin_9	17
ERR4968687_bin_30	ERR4836965_bin_9	15
ERR4303196bin_52	ERR4836965_bin_9	33
ERR4836926_bin_49	ERR4836965_bin_9	18
ERR4336989bin_122	ERR4836965_bin_9	29
ERR4836889_bin_41	ERR4836965_bin_9	27
ERR4992208_bin_53	ERR4836965_bin_9	18
ERR7167048_bin_40	ERR4836965_bin_9	30
ERR4303195bin_36	ERR4836965_bin_9	31
ERR4968687_bin_20	ERR4836965_bin_9	21
ERR4304669bin_6	ERR4836965_bin_9	31
ERR4968579_bin_33	ERR4836965_bin_9	20
ERR4835847_bin_22	ERR4836965_bin_9	33
ERR4304504bin_6	ERR4836965_bin_9	28
ERR4304580bin_21	ERR4836965_bin_9	24
ERR4336989bin_33	ERR4836965_bin_9	42
ERR7167041_bin_23	ERR4836965_bin_9	37
ERR4968705_bin_54	ERR4836965_bin_9	12
ERR4303197bin_31	ERR4836965_bin_9	29
ERR4303199bin_26	ERR4836965_bin_9	26
ERR4304456bin_21	ERR4836965_bin_9	24
ERR4968678_bin_24	ERR4836965_bin_9	21
ERR4836942_bin_19	ERR4836965_bin_9	16
ERR4835993_bin_14	ERR4836965_bin_9	30
ERR7167048_bin_28	ERR4836965_bin_9	37
ERR4968560_bin_12	ERR4836965_bin_9	19
